Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2011,04-06-2011,04-19-2011,04-21-2011,06-03-2011,06-06-2011,06-06-2011,06-08-2011,06-16-2011,06-20-2011,7732,"$52,477.5"
Drain Point Repair Services,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-20-2011,04-07-2011,04-18-2011,04-26-2011,04-29-2011,05-03-2011,05-03-2011,05-05-2011,05-13-2011,05-16-2011,7436,"$3,575.28"
Drain Point Repair Services,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-20-2011,04-06-2011,04-18-2011,04-26-2011,04-29-2011,05-03-2011,05-03-2011,05-05-2011,05-13-2011,05-16-2011,7563,"$224,440.7"
Drain Point Repair Services,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-20-2011,03-31-2011,04-18-2011,04-26-2011,07-11-2011,07-13-2011,07-18-2011,07-18-2011,07-25-2011,07-25-2011,8018,"$35,360.41"
Patching Repairs - Lower Ninth Ward,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,7006,"$97,765.45"
Patching Repairs - St. Claude,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,7013,"$10,163"
Patching Repairs - Holy Cross,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,7019,"$33,174"
Patching Repairs - Algiers Point/McDonogh/Behrman,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,7025,"$2,027"
Patching Repairs - Treme - Lafitte,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,7033,"$15,451.28"
Patching Repairs - St. Roch,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,7039,"$29,580"
Patching Repairs - Treme - Lafitte,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-25-2011,04-25-2011,04-25-2011,04-27-2011,05-03-2011,05-09-2011,7979,"$4,329.19"
Patching Repairs - Lower Ninth Ward,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-25-2011,04-25-2011,04-25-2011,04-27-2011,05-03-2011,05-09-2011,7980,"$16,798.96"
Patching Repairs - Holy Cross,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-25-2011,04-25-2011,04-25-2011,04-27-2011,05-03-2011,05-09-2011,7981,"$12,075.67"
Patching Repairs - St. Claude,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-25-2011,04-25-2011,04-25-2011,04-27-2011,05-03-2011,05-09-2011,7982,"$4,870.33"
Patching Repairs - St. Roch,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-25-2011,04-25-2011,04-25-2011,04-27-2011,05-03-2011,05-09-2011,7983,"$9,721.04"
Patching Repairs - Algiers Point/McDonogh/Behrman,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2011,03-04-2011,04-14-2011,04-19-2011,04-25-2011,04-25-2011,04-25-2011,04-27-2011,05-03-2011,05-09-2011,7984,"$1,869.88"
Patching Repairs - Pines Village,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,04-13-2011,04-13-2011,04-19-2011,05-09-2011,05-11-2011,05-12-2011,05-12-2011,05-19-2011,05-23-2011,6869,"$66,230.85"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,04-13-2011,04-13-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,6884,"$1,737.69"
Patching Repairs - Pines Village,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,04-13-2011,04-13-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,6891,"$7,132.9"
Patching Repairs - Hollygrove,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-01-2011,04-11-2011,04-13-2011,04-19-2011,04-29-2011,05-03-2011,05-03-2011,05-05-2011,05-13-2011,05-16-2011,7124,"$15,030.22"
Patching Repairs - Gert Town/BW Cooper,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-26-2011,03-21-2011,04-11-2011,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,7116,"$1,281.96"
Patching Repairs - West End,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-26-2011,03-21-2011,04-11-2011,04-19-2011,04-29-2011,05-03-2011,05-03-2011,05-05-2011,05-13-2011,05-16-2011,7119,"$3,645.42"
Patching Repairs - Navarre,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-26-2011,03-21-2011,04-11-2011,04-19-2011,04-29-2011,05-03-2011,05-03-2011,05-05-2011,05-13-2011,05-16-2011,7120,"$1,736.23"
Drain Point Repair Services,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-20-2011,02-15-2011,04-08-2011,04-11-2011,07-11-2011,07-13-2011,07-18-2011,07-18-2011,07-22-2011,07-25-2011,8017,"$44,044.24"
Patching Repairs - City Park,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,03-30-2011,04-01-2011,04-08-2011,04-11-2011,04-13-2011,04-13-2011,04-15-2011,04-22-2011,04-25-2011,6875,"$2,336.83"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,03-31-2011,04-01-2011,04-08-2011,04-11-2011,04-13-2011,04-13-2011,04-15-2011,04-22-2011,04-25-2011,6905,"$9,709.88"
Patching Repairs - Little Woods,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,03-22-2011,04-01-2011,04-05-2011,04-06-2011,04-08-2011,04-08-2011,04-12-2011,04-22-2011,04-25-2011,7540,"$11,353.25"
Patching Repairs - Plum Orchard,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,03-22-2011,04-01-2011,04-05-2011,04-06-2011,04-08-2011,04-08-2011,04-12-2011,04-22-2011,04-25-2011,7544,"$104,569.33"
Patching Repairs - Plum Orchard,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2011,03-22-2011,04-01-2011,04-05-2011,04-06-2011,04-08-2011,04-08-2011,04-12-2011,04-22-2011,04-25-2011,7545,"$1,730"
Patching Repairs - Little Woods,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2010,03-28-2011,04-01-2011,04-05-2011,04-06-2011,04-08-2011,04-08-2011,04-12-2011,04-22-2011,04-25-2011,7546,"$1,005.68"
Patching Repairs - Little Woods,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,03-28-2011,04-01-2011,04-05-2011,04-06-2011,04-08-2011,04-08-2011,04-12-2011,04-22-2011,04-25-2011,7547,"$5,493.9"
Patching Repairs - Algiers Point/McDonogh/Behrman,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-24-2011,03-15-2011,04-01-2011,04-07-2011,04-11-2011,04-13-2011,04-13-2011,04-15-2011,04-22-2011,04-25-2011,7870,$159.04
Patching Repairs - St. Roch,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,03-15-2011,04-01-2011,04-08-2011,04-11-2011,04-13-2011,04-13-2011,04-15-2011,04-22-2011,04-25-2011,7871,$583.81
Patching Repairs - Lower Ninth Ward,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-25-2011,03-15-2011,04-01-2011,04-07-2011,04-11-2011,04-13-2011,04-13-2011,04-15-2011,04-22-2011,04-25-2011,7872,$243.94
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-15-2011,03-21-2011,03-29-2011,03-29-2011,04-13-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,7729,"$7,431"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-15-2011,03-21-2011,03-29-2011,03-29-2011,04-13-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,7730,"$37,486.5"
Patching Repairs - Mid-City,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-26-2011,03-21-2011,03-24-2011,04-05-2011,04-06-2011,04-08-2011,04-08-2011,04-12-2011,04-22-2011,04-25-2011,7118,"$1,268.76"
Patching Repairs - Hollygrove,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-26-2011,03-21-2011,03-24-2011,04-19-2011,04-29-2011,05-03-2011,05-03-2011,05-05-2011,05-12-2011,05-16-2011,7122,"$6,999.33"
Patching Repairs - Mid-City,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-09-2011,03-23-2011,03-28-2011,03-29-2011,03-31-2011,03-31-2011,04-01-2011,04-08-2011,04-11-2011,7111,"$1,123.18"
Drain Point Repair Services,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-21-2011,03-15-2011,03-21-2011,03-28-2011,03-29-2011,03-31-2011,03-31-2011,04-01-2011,04-08-2011,04-11-2011,7435,"$5,628.9"
Drain Point Repair Services,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-21-2011,03-15-2011,03-21-2011,03-28-2011,03-29-2011,03-31-2011,03-31-2011,04-01-2011,04-08-2011,04-11-2011,7562,"$248,530.3"
Patching Repairs - Marlyville & Fontainebleau,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-17-2011,03-16-2011,03-17-2011,03-21-2011,03-22-2011,03-22-2011,03-24-2011,04-01-2011,04-04-2011,7434,"$15,763.17"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2010,03-14-2011,03-15-2011,03-17-2011,03-21-2011,03-22-2011,03-22-2011,03-24-2011,04-15-2011,04-18-2011,6809,"$38,388.59"
Patching Repairs - Pines Village,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2010,03-14-2011,03-15-2011,03-17-2011,03-21-2011,03-22-2011,03-22-2011,03-24-2011,04-15-2011,04-18-2011,6822,"$23,421.95"
Patching Repairs - Marlyville & Fontainebleau,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-04-2011,03-09-2011,03-17-2011,03-21-2011,03-22-2011,03-22-2011,03-24-2011,04-01-2011,04-04-2011,7110,"$1,088.5"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,03-04-2011,03-04-2011,03-11-2011,04-13-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,7727,"$13,403"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,03-04-2011,03-04-2011,03-11-2011,04-13-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,7728,"$38,422"
Patching Repairs - Pines Village,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,03-02-2011,03-02-2011,03-14-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-15-2011,04-18-2011,6843,"$52,265.15"
Patching Repairs - Village De Lest/East Riverside/St. Thomas Development,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,03-02-2011,03-02-2011,03-14-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-15-2011,04-18-2011,6855,"$3,192.65"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,03-02-2011,03-02-2011,03-14-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-15-2011,04-18-2011,6864,"$8,965.3"
Patching Repairs - Lower Ninth Ward,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-21-2011,03-02-2011,03-09-2011,03-10-2011,03-14-2011,03-14-2011,03-16-2011,03-24-2011,03-28-2011,7000,"$907,900.45"
Patching Repairs - Lake Terrace & Oaks,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,03-02-2011,03-02-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-23-2011,03-28-2011,7031,"$12,773.63"
Drain Point Repair Services,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-20-2010,12-31-2010,03-02-2011,03-09-2011,03-10-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,7560,"$245,424.75"
Drain Point Repair Services,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-20-2010,02-11-2011,03-02-2011,03-09-2011,03-10-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,7561,"$185,248.4"
Patching Repairs - Lower Ninth Ward,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-15-2011,03-02-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-23-2011,03-28-2011,7639,"$2,410.59"
Patching Repairs - Holy Cross,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-07-2011,03-02-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-23-2011,03-28-2011,7975,"$1,704.63"
Patching Repairs - St. Claude,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-07-2011,03-02-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-23-2011,03-28-2011,7976,$457.28
Patching Repairs - Lower Ninth Ward,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-07-2011,03-02-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-23-2011,03-28-2011,7977,"$35,094.59"
Patching Repairs - St. Roch,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-07-2011,03-02-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-25-2011,03-28-2011,7978,"$1,066.84"
Drain Point Repair Services,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-20-2010,12-03-2010,03-02-2011,07-06-2011,07-11-2011,07-13-2011,07-13-2011,07-14-2011,07-21-2011,07-25-2011,8015,"$46,997.59"
Drain Point Repair Services,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-20-2010,01-19-2011,03-02-2011,07-06-2011,07-11-2011,07-13-2011,07-18-2011,07-18-2011,07-25-2011,07-25-2011,8016,"$29,030.14"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-15-2011,02-22-2011,03-01-2011,03-01-2011,04-13-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,7724,"$19,940"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-15-2011,02-22-2011,03-01-2011,03-01-2011,04-13-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,7725,"$33,630.5"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2010,02-28-2011,02-28-2011,03-15-2011,05-09-2011,05-11-2011,05-12-2011,05-12-2011,05-19-2011,05-23-2011,6758,"$16,737.9"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2010,02-28-2011,02-28-2011,03-15-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-15-2011,04-18-2011,6765,"$1,719.3"
Patching Repairs - West Lake Forest,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2010,02-28-2011,02-28-2011,03-15-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-15-2011,04-18-2011,6773,"$21,342.92"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2010,02-28-2011,02-28-2011,03-15-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-15-2011,04-18-2011,6778,"$25,840.93"
Patching Repairs - Village De Lest/East Riverside/St. Thomas Development,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,02-28-2011,02-28-2011,03-14-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-15-2011,04-18-2011,6788,"$3,533.79"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,02-28-2011,02-28-2011,03-14-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-15-2011,04-18-2011,6795,"$31,819.89"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,02-28-2011,02-28-2011,03-14-2011,05-09-2011,05-11-2011,05-12-2011,05-12-2011,05-19-2011,05-23-2011,6801,"$12,540.42"
Patching Repairs - Mid-City,Harris Builders,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-02-2011,02-25-2011,03-28-2011,03-29-2011,03-31-2011,03-31-2011,04-01-2011,04-08-2011,04-11-2011,7032,"$3,433"
Patching Repairs - Gert Town/BW Cooper,Harris Builders,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-02-2011,02-25-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-22-2011,03-28-2011,7038,"$7,139"
Patching Repairs - Gert Town/BW Cooper,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-09-2011,02-25-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-25-2011,04-18-2011,7109,"$2,664.56"
Patching Repairs - West End,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-09-2011,02-25-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-22-2011,03-28-2011,7113,"$3,067.12"
Patching Repairs - Hollygrove,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-09-2011,02-25-2011,03-09-2011,04-20-2011,04-21-2011,04-21-2011,04-26-2011,04-28-2011,05-02-2011,7115,"$8,561.26"
Patching Repairs - Hollygrove,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-15-2011,02-25-2011,03-09-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,7604,$302.4
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,02-25-2011,02-25-2011,03-02-2011,04-13-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,7726,"$11,320"
Patching Repairs - West End,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-12-2010,01-07-2011,02-25-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-22-2011,03-28-2011,7828,$155.68
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2010,02-23-2011,02-23-2011,03-02-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,6815,"$16,198.23"
