"","Check","Fund","PV","Department","Vendor","InvoiceDate","StampDate","APDate","CheckDate","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder45","Total46_90","Total91_135","TotalOver135"
"4622",1694215,"51","","Capital Projects","THE GORDIAN GROUP",2013-05-31,NA,2013-06-17,2013-06-20,"",4,20,2013 Q2,1,0,0,1,0,0,0
"4623",1694216,"HUD","","OCD","BARONNE STREET INVESTM",2013-06-06,NA,2013-06-13,2013-06-20,"",6,14,2013 Q2,1,0,0,1,0,0,0
"4624",1694217,"FDH","","HEALTH","PORTOBELLO CATERING",2013-06-05,NA,2013-06-20,2013-06-20,"",1,15,2013 Q2,1,0,0,1,0,0,0
"4625",1694218,"PRIV","","HEALTH","ALEXANDER WEISS CONSUL",2013-06-03,NA,2013-06-17,2013-06-20,"",4,17,2013 Q2,1,0,0,1,0,0,0
"4626",1694219,"DOL","","MAYOR","BRIGHT MOMENTS LLC/6714",2013-04-15,NA,2013-06-14,2013-06-20,"",5,66,2013 Q2,1,0,0,0,1,0,0
"4627",1694220,"DOL","","MAYOR","BRIGHT MOMENTS LLC",2013-06-17,NA,2013-06-14,2013-06-20,"",5,3,2013 Q2,1,0,0,1,0,0,0
"4628",1694230,"LMD","","MAYOR","MOTOROLA",2013-06-10,NA,2013-06-14,2013-06-20,"",5,10,2013 Q2,1,0,0,1,0,0,0
"4629",1694233,"HUD","","OCD","WILFRED J GRAVOLS",2013-06-01,NA,2013-06-13,2013-06-20,"",6,19,2013 Q2,1,0,0,1,0,0,0
"4630",1694237,"HUD","","OCD","DIANA C PARSONS",2013-06-03,NA,2013-06-13,2013-06-20,"",6,17,2013 Q2,1,0,0,1,0,0,0
"4631",1694241,"HUD","","OCD","AUDREY L LEE",2013-06-09,NA,2013-06-13,2013-06-20,"",6,11,2013 Q2,1,0,0,1,0,0,0
"4632",1694242,"FDH","","HEALTH","TAMLA PIERRE",2013-05-30,NA,2013-06-14,2013-06-20,"",5,21,2013 Q2,1,0,0,1,0,0,0
"4633",1694246,"HUD","","OCD","SIDNEY J WYCHE",2013-06-05,NA,2013-06-13,2013-06-20,"",6,15,2013 Q2,1,0,0,1,0,0,0
"4634",1694247,"HUD","","OCD","CHRIS BOUDREAUX",2013-06-05,NA,2013-06-13,2013-06-20,"",6,15,2013 Q2,1,0,0,1,0,0,0
"4635",1694249,"HUD","","OCD","SHERMAN MUSHATT",2013-06-07,NA,2013-06-13,2013-06-20,"",6,13,2013 Q2,1,0,0,1,0,0,0
"4636",1694251,"HUD","","OCD","DOROTHY L WILLIAMS",2013-06-04,NA,2013-06-13,2013-06-20,"",6,16,2013 Q2,1,0,0,1,0,0,0
"4637",1694256,"HUD","","OCD","WILLIE A JEFFERSON",2013-06-01,NA,2013-06-13,2013-06-20,"",6,19,2013 Q2,1,0,0,1,0,0,0
"4638",1694257,"HUD","","OCD","SHEDRICK ENTERPRISES L",2013-06-07,NA,2013-06-13,2013-06-20,"",6,13,2013 Q2,1,0,0,1,0,0,0
"4639",1694258,"FEM","","Capital Projects","AMID METRO PARTNERSHIP/18852",2012-10-31,NA,2013-06-14,2013-06-20,"",5,232,2013 Q2,1,0,0,0,0,0,1
"4640",1694259,"FEM","","Capital Projects","AMID METRO PARTNERSHIP/18638",2012-09-30,NA,2013-06-14,2013-06-20,"",5,263,2013 Q2,1,0,0,0,0,0,1
"4641",1694260,"FEM","","Capital Projects","AMID METRO PARTNERSHIP/18993",2012-11-30,NA,2013-06-14,2013-06-20,"",5,202,2013 Q2,1,0,0,0,0,0,1
"4642",1694265,"FDH","","HEALTH","NATIONAL ASSOCIATION O",2013-06-01,NA,2013-06-19,2013-06-20,"",2,19,2013 Q2,1,0,0,1,0,0,0
"4643",1694271,"DOL","","MAYOR","HONEY BAKED HAM CO",2013-06-06,NA,2013-06-14,2013-06-20,"",5,14,2013 Q2,1,0,0,1,0,0,0
"4644",1694273,"LDH","","HEALTH","AUDIO VISUAL INNOVATIO",2013-05-16,NA,2013-06-14,2013-06-20,"",5,35,2013 Q2,1,0,0,1,0,0,0
"4645",1694278,"HUD","","OCD","GALLAGHER RECORDS MANA",2013-06-03,NA,2013-06-17,2013-06-20,"",4,17,2013 Q2,1,0,0,1,0,0,0
"4646",1694284,"FDH","","HEALTH","IVES BUSINESS FORMS/",2013-06-03,NA,2013-06-20,2013-06-20,"",1,17,2013 Q2,1,0,0,1,0,0,0
"4647",1694285,"DOL","","MAYOR","GOODWILL INDUSTRIES OF",2013-05-31,NA,2013-06-14,2013-06-20,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4648",1694290,"HUD","","OCD","DEMAND REALTY",2013-06-06,NA,2013-06-13,2013-06-20,"",6,14,2013 Q2,1,0,0,1,0,0,0
"4649",1694292,"HUD","","OCD","REMAX REAL ESTATE PART",2013-06-05,NA,2013-06-13,2013-06-20,"",6,15,2013 Q2,1,0,0,1,0,0,0
"4650",1694293,"LDH","","HEALTH","GLOBAL DATA SYSTEM INC",2013-05-16,NA,2013-06-14,2013-06-20,"",5,35,2013 Q2,1,0,0,1,0,0,0
"4651",1694294,"LDH","","HEALTH","GLOBAL DATA SYSTEM INC",2013-05-13,NA,2013-06-14,2013-06-20,"",5,38,2013 Q2,1,0,0,1,0,0,0
"4652",1694296,"51","","Capital Projects","MATERIALS MANAGEMENT G",2013-06-07,NA,2013-06-17,2013-06-20,"",4,13,2013 Q2,1,0,0,1,0,0,0
"4653",1694298,"51","","Capital Projects","VOLUME ZERO LLC",2013-06-12,NA,2013-06-17,2013-06-20,"",4,8,2013 Q2,1,0,0,1,0,0,0
"4654",1694299,"HUD","","OCD","ABB PROPERTIES LLC",2013-06-06,NA,2013-06-13,2013-06-20,"",6,14,2013 Q2,1,0,0,1,0,0,0
"4655",1694300,"HUD","","OCD","JOTO INVESTMENTS INC",2013-06-05,NA,2013-06-13,2013-06-20,"",6,15,2013 Q2,1,0,0,1,0,0,0
"4656",1694306,"DOL","","MAYOR","ORLEANS PARISH SCHOOL",2013-06-01,NA,2013-06-14,2013-06-20,"",5,19,2013 Q2,1,0,0,1,0,0,0
"4657",1694316,"LMD","","Homeland Security","GOVERNOR'S OFFICE OF H",2013-06-18,NA,2013-06-20,2013-06-20,"",1,2,2013 Q2,1,0,0,1,0,0,0
"4658",1694320,"HUD","","OCD","ADOBE DANCEHALL LLC",2013-06-01,NA,2013-06-13,2013-06-20,"",6,19,2013 Q2,1,0,0,1,0,0,0
"4659",1694321,"HUD","","OCD","NOLA MEDIA GROUP",2013-05-31,NA,2013-06-19,2013-06-21,"",3,21,2013 Q2,1,0,0,1,0,0,0
"4660",1694322,"HUD","","OCD","NOLA MEDIA GROUP",2013-05-31,NA,2013-06-19,2013-06-21,"",3,21,2013 Q2,1,0,0,1,0,0,0
"4661",1694323,"HUD","","OCD","BROADMOOR DEVELOPMENT",2013-06-12,NA,2013-06-19,2013-06-21,"",3,9,2013 Q2,1,0,0,1,0,0,0
"4662",1694324,"HUD","","OCD","COGNIVIEW SYSTEMS",2013-06-17,NA,2013-06-19,2013-06-21,"",3,4,2013 Q2,1,0,0,1,0,0,0
"4663",1694326,"HUD","","OCD","MICHAEL HARTENSTEIN &",2013-06-05,NA,2013-06-17,2013-06-24,"",6,19,2013 Q2,1,0,0,1,0,0,0
"4664",1694327,"HUD","","OCD","LENNY THORELL",2013-06-06,NA,2013-06-17,2013-06-24,"",6,18,2013 Q2,1,0,0,1,0,0,0
"4665",1694328,"FDH","","HEALTH","APPLETREE ANSWERING SE",2013-06-01,NA,2013-06-24,2013-06-24,"",1,23,2013 Q2,1,0,0,1,0,0,0
"4666",1694329,"HUD","","OCD","LOU PIAZZA ASSOC (MGT",2013-06-05,NA,2013-06-17,2013-06-24,"",6,19,2013 Q2,1,0,0,1,0,0,0
"4667",1694330,"HUD","","OCD","KEMISTRY SOLUTIONS LLC",2013-06-05,NA,2013-06-14,2013-06-24,"",7,19,2013 Q2,1,0,0,1,0,0,0
"4668",1694331,"HUD","","OCD","SHADY PROPERTIES LLC",2013-06-05,NA,2013-06-17,2013-06-24,"",6,19,2013 Q2,1,0,0,1,0,0,0
"4669",1694332,"HUD","","OCD","CDC 5812 INC42213-2-SC",2013-04-23,NA,2013-06-14,2013-06-24,"",7,62,2013 Q2,1,0,0,0,1,0,0
"4670",1694333,"HUD","","OCD","FIRSTLINE SCHOOLS INC",2013-05-09,NA,2013-06-14,2013-06-24,"",7,46,2013 Q2,1,0,0,0,1,0,0
"4671",1694334,"HUD","","OCD","TERRELL P HAMPTON SR",2013-06-01,NA,2013-06-17,2013-06-24,"",6,23,2013 Q2,1,0,0,1,0,0,0
"4672",1694335,"HUD","","OCD","SEC REAL ESTATE LLC",2013-06-05,NA,2013-06-17,2013-06-24,"",6,19,2013 Q2,1,0,0,1,0,0,0
"4673",1694336,"HUD","","OCD","SPRINT NEXTEL CORP",2013-06-10,NA,2013-06-14,2013-06-24,"",7,14,2013 Q2,1,0,0,1,0,0,0
"4674",1694337,"HUD","","OCD","JOSEPH G MANUEL C/O",2013-06-06,NA,2013-06-17,2013-06-24,"",6,18,2013 Q2,1,0,0,1,0,0,0
"4675",1694338,"HUD","","OCD","GREGORY JEFERSON",2013-06-05,NA,2013-06-14,2013-06-24,"",7,19,2013 Q2,1,0,0,1,0,0,0
"4676",1694339,"HUD","","OCD","CHARLES W JACOB",2013-06-05,NA,2013-06-14,2013-06-24,"",7,19,2013 Q2,1,0,0,1,0,0,0
"4677",1694340,"HUD","","OCD","LONDON & LEE T BRIDGET",2013-06-05,NA,2013-06-19,2013-06-24,"",4,19,2013 Q2,1,0,0,1,0,0,0
"4678",1694341,"HUD","","OCD","CHRISTOPHER MARINO SR",2013-06-06,NA,2013-06-17,2013-06-24,"",6,18,2013 Q2,1,0,0,1,0,0,0
"4679",1694342,"HUD","","OCD","MELODY R KENNEDY",2013-06-05,NA,2013-06-19,2013-06-24,"",4,19,2013 Q2,1,0,0,1,0,0,0
"4680",1694343,"DOD","","OCD","SPRINT SOLUTIONS INC",2013-04-29,NA,2013-06-19,2013-06-24,"",4,56,2013 Q2,1,0,0,0,1,0,0
"4681",1694344,"DOD","","OCD","SPRINT SOLUTIONS INC",2013-05-29,NA,2013-06-19,2013-06-24,"",4,26,2013 Q2,1,0,0,1,0,0,0
"4682",1694345,"HUD","","OCD","KEDILA FAMILY LEARNING",2013-04-22,NA,2013-06-14,2013-06-24,"",7,63,2013 Q2,1,0,0,0,1,0,0
"4683",1694346,"HUD","","OCD","ABSOLUTE NURSING CARE",2013-06-01,NA,2013-06-19,2013-06-24,"",4,23,2013 Q2,1,0,0,1,0,0,0
"4684",1694347,"HUD","","OCD","FRANKLIN AVENUE BAPTIS",2013-04-30,NA,2013-06-14,2013-06-24,"",7,55,2013 Q2,1,0,0,0,1,0,0
"4685",1694348,"LSS","","OCD","COMMUNITY SERVICE",2013-05-05,NA,2013-06-19,2013-06-24,"",4,50,2013 Q2,1,0,0,0,1,0,0
"4686",1694349,"HUD","","OCD","CONTESTA APARTMENTS",2013-06-15,NA,2013-06-14,2013-06-24,"",7,9,2013 Q2,1,0,0,1,0,0,0
"4687",1694350,"FDH","","HEALTH","PREVENT CHILD ABUSE LO",2013-04-10,NA,2013-06-14,2013-06-24,"",7,75,2013 Q2,1,0,0,0,1,0,0
"4688",1694351,"FDH","","HEALTH","JANI-KING OF NEW ORLEA",2013-06-01,NA,2013-06-14,2013-06-24,"",7,23,2013 Q2,1,0,0,1,0,0,0
"4689",1694352,"LCD","","OCD","MATERIALS MANAGEMENT G/104372",2013-03-06,NA,2013-06-24,2013-06-24,"",1,110,2013 Q2,1,0,0,0,0,1,0
"4690",1694353,"HUD","","OCD","FAMILY CENTER OF HOPE/955",2013-02-14,NA,2013-06-17,2013-06-24,"",6,130,2013 Q2,1,0,0,0,0,1,0
"4691",1694354,"HUD","","OCD","GRIP DEVELOPMENT INC",2013-06-04,NA,2013-06-14,2013-06-24,"",7,20,2013 Q2,1,0,0,1,0,0,0
"4692",1694355,"LCD","","OCD","RICHARD C. LAMBERT COU",2013-05-08,NA,2013-06-24,2013-06-24,"",1,47,2013 Q2,1,0,0,0,1,0,0
"4693",1694356,"HUD","","OCD","TRINITY LAND LLC",2013-06-01,NA,2013-06-17,2013-06-24,"",6,23,2013 Q2,1,0,0,1,0,0,0
"4694",1694357,"1","","HEALTH","SEWERAGE AND WATER BOA",2013-06-01,NA,2013-06-24,2013-06-24,"",1,23,2013 Q2,1,0,0,1,0,0,0
"4695",1694358,"51","","Capital Projects","ST. MARTIN BROWN & ASS",2013-03-19,NA,2013-06-24,2013-06-24,"",1,97,2013 Q2,1,0,0,0,0,1,0
"4696",1694359,"DOL","","MAYOR","NADIYAH COLEMAN",2013-06-13,NA,2013-06-24,2013-06-24,"",1,11,2013 Q2,1,0,0,1,0,0,0
"4697",1694360,"FHS","","Homeland Security","GREG REECE",2013-02-19,NA,2013-06-19,2013-06-25,"",5,126,2013 Q2,1,0,0,0,0,1,0
"4698",1694361,"FHS","","Homeland Security","ROBERT WILLIAMS",2013-06-12,NA,2013-06-19,2013-06-25,"",5,13,2013 Q2,1,0,0,1,0,0,0
"4699",1694362,"HUD","","OCD","CENTURION DEVELOPMENT",2013-06-06,NA,2013-06-17,2013-06-25,"",7,19,2013 Q2,1,0,0,1,0,0,0
"4700",1694363,"DOL","","MAYOR","IRON MOUNTAIN RECORDS",2013-05-31,NA,2013-06-09,2013-06-25,"",13,25,2013 Q2,0,1,0,1,0,0,0
"4701",1694364,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4702",1694365,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4703",1694366,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4704",1694367,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4705",1694368,"LDH","","HEALTH","AT & T INTERNET",2013-06-05,NA,2013-06-14,2013-06-25,"",8,20,2013 Q2,0,1,0,1,0,0,0
"4706",1694369,"FDH","","HEALTH","XEROX CORPORATION",2013-06-02,NA,2013-06-21,2013-06-25,"",3,23,2013 Q2,1,0,0,1,0,0,0
"4707",1694370,"HUD","","OCD","NOLA MEDIA GROUP",2013-03-31,NA,2013-06-20,2013-06-25,"",4,86,2013 Q2,1,0,0,0,1,0,0
"4708",1694371,"HUD","","OCD","PROVIDENCE COMMUNITY H/139626",2013-03-07,NA,2013-06-20,2013-06-25,"",4,110,2013 Q2,1,0,0,0,0,1,0
"4709",1694372,"DOL","","MAYOR","DS WATERS OF AMERICA I",2013-05-19,NA,2013-06-19,2013-06-25,"",5,37,2013 Q2,1,0,0,1,0,0,0
"4710",1694373,"51","","Capital Projects","THE GORDIAN GROUP",2013-05-31,NA,2013-06-18,2013-06-25,"",6,25,2013 Q2,1,0,0,1,0,0,0
"4711",1694374,"51","","Capital Projects","THE GORDIAN GROUP",2013-06-01,NA,2013-06-18,2013-06-25,"",6,24,2013 Q2,1,0,0,1,0,0,0
"4712",1694375,"51","","Capital Projects","THE GORDIAN GROUP",2013-05-31,NA,2013-06-18,2013-06-25,"",6,25,2013 Q2,1,0,0,1,0,0,0
"4713",1694376,"51","","Capital Projects","THE GORDIAN GROUP",2013-05-31,NA,2013-06-18,2013-06-25,"",6,25,2013 Q2,1,0,0,1,0,0,0
"4714",1694377,"HUD","","OCD","ST BERNARD PROJECT",2013-06-19,NA,2013-06-21,2013-06-25,"",3,6,2013 Q2,1,0,0,1,0,0,0
"4715",1694378,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4716",1694379,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4717",1694380,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4718",1694381,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-06,NA,2013-06-19,2013-06-25,"",5,19,2013 Q2,1,0,0,1,0,0,0
"4719",1694382,"51","","Capital Projects","FHP TECTONICS CORP",2013-05-31,NA,2013-06-19,2013-06-25,"",5,25,2013 Q2,1,0,0,1,0,0,0
"4720",1694383,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4721",1694384,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-06,NA,2013-06-19,2013-06-25,"",5,19,2013 Q2,1,0,0,1,0,0,0
"4722",1694385,"51","","Capital Projects","FHP TECTONICS CORP",2013-05-31,NA,2013-06-19,2013-06-25,"",5,25,2013 Q2,1,0,0,1,0,0,0
"4723",1694386,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-05,NA,2013-06-19,2013-06-25,"",5,20,2013 Q2,1,0,0,1,0,0,0
"4724",1694387,"51","","Capital Projects","FHP TECTONICS CORP",2013-05-31,NA,2013-06-19,2013-06-25,"",5,25,2013 Q2,1,0,0,1,0,0,0
"4725",1694388,"51","","Capital Projects","FHP TECTONICS CORP/1549-609-01RV",2013-03-12,NA,2013-06-19,2013-06-25,"",5,105,2013 Q2,1,0,0,0,0,1,0
"4726",1694389,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-07,NA,2013-06-20,2013-06-25,"",4,18,2013 Q2,1,0,0,1,0,0,0
"4727",1694390,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-07,NA,2013-06-18,2013-06-25,"",6,18,2013 Q2,1,0,0,1,0,0,0
"4728",1694391,"DOL","","MAYOR","SPRINT NEXTEL CORP",2013-05-30,NA,2013-06-18,2013-06-25,"",6,26,2013 Q2,1,0,0,1,0,0,0
"4729",1694392,"FDH","","HEALTH","DOCUMART",2013-06-03,NA,2013-06-14,2013-06-25,"",8,22,2013 Q2,0,1,0,1,0,0,0
"4730",1694393,"FDH","","HEALTH","HEALTHCARE REALTY SERV",2013-06-01,NA,2013-06-21,2013-06-25,"",3,24,2013 Q2,1,0,0,1,0,0,0
"4731",1694394,"51","","Capital Projects","H & O INVESTMENTS LLC",2013-06-06,NA,2013-06-19,2013-06-25,"",5,19,2013 Q2,1,0,0,1,0,0,0
"4732",1694395,"51","","Capital Projects","H & O INVESTMENTS LLC",2013-06-06,NA,2013-06-19,2013-06-25,"",5,19,2013 Q2,1,0,0,1,0,0,0
"4733",1694396,"51","","Capital Projects","H & O INVESTMENTS LLC",2013-06-19,NA,2013-06-19,2013-06-25,"",5,6,2013 Q2,1,0,0,1,0,0,0
"4734",1694397,"51","","Capital Projects","H & O INVESTMENTS LLC",2013-06-19,NA,2013-06-19,2013-06-25,"",5,6,2013 Q2,1,0,0,1,0,0,0
"4735",1694398,"FEM","","OCD","DIASTER RECOVERY CONSU/NO-1034-11-010",2012-09-14,NA,2013-06-24,2013-06-25,"",2,284,2013 Q2,1,0,0,0,0,0,1
"4736",1694399,"FDH","","HEALTH","THE ADMINISTRATORS OF",2013-06-07,NA,2013-06-21,2013-06-25,"",3,18,2013 Q2,1,0,0,1,0,0,0
"4737",1694400,"LCD","","OCD","NEW ORELANS REDEVELOPM",2013-04-23,NA,2013-06-25,2013-06-25,"",1,63,2013 Q2,1,0,0,0,1,0,0
"4738",1694401,"DOL","","MAYOR","CHAMPION GRAPHIC COMMU",2013-05-03,NA,2013-06-19,2013-06-25,"",5,53,2013 Q2,1,0,0,0,1,0,0
"4739",1694402,"HUD","","OCD","PRESERVATION RESOURCE",2013-05-21,NA,2013-06-19,2013-06-25,"",5,35,2013 Q2,1,0,0,1,0,0,0
"4740",1694403,"HUD","","OCD","PRESERVATION RESOURCE",2013-05-21,NA,2013-06-19,2013-06-25,"",5,35,2013 Q2,1,0,0,1,0,0,0
"4741",1694404,"51","","Capital Projects","LINFIELD HUNTER & JUNI",2013-06-06,NA,2013-06-18,2013-06-25,"",6,19,2013 Q2,1,0,0,1,0,0,0
"4742",1694405,"51","","Capital Projects","MATERIALS MANAGEMENT G",2013-06-13,NA,2013-06-18,2013-06-25,"",6,12,2013 Q2,1,0,0,1,0,0,0
"4743",1694406,"FDH","","HEALTH","A MALONEY MOVING & STO",2013-06-17,NA,2013-06-25,2013-06-25,"",1,8,2013 Q2,1,0,0,1,0,0,0
"4744",1694407,"FDH","","HEALTH","A MALONEY MOVING & STO",2013-06-01,NA,2013-06-21,2013-06-25,"",3,24,2013 Q2,1,0,0,1,0,0,0
"4745",1694408,"51","","Capital Projects","GRACE & HEBERT ARCHITE",2013-06-12,NA,2013-06-20,2013-06-25,"",4,13,2013 Q2,1,0,0,1,0,0,0
"4746",1694409,"51","","Capital Projects","HMS ARCHITECTS",2013-06-13,NA,2013-06-19,2013-06-25,"",5,12,2013 Q2,1,0,0,1,0,0,0
"4747",1694410,"51","","Capital Projects","HMS ARCHITECTS",2013-06-13,NA,2013-06-19,2013-06-25,"",5,12,2013 Q2,1,0,0,1,0,0,0
"4748",1694411,"HUD","","OCD","FIRST PILGRIMS BAPTIST",2013-05-21,NA,2013-06-14,2013-06-25,"",8,35,2013 Q2,0,1,0,1,0,0,0
"4749",1694412,"HUD","","OCD","ENVIRON. SYSTEMS RE. I",2013-05-01,NA,2013-06-21,2013-06-25,"",3,55,2013 Q2,1,0,0,0,1,0,0
"4750",1694418,"LDH","","HEALTH","STAPLES TECHNOLOGY SOL",2013-06-12,NA,2013-06-24,2013-06-27,"",4,15,2013 Q2,1,0,0,1,0,0,0
"4751",1694419,"LDH","","HEALTH","STAPLES TECHNOLOGY SOL",2013-06-12,NA,2013-06-24,2013-06-27,"",4,15,2013 Q2,1,0,0,1,0,0,0
"4752",1694420,"LDH","","HEALTH","STAPLES TECHNOLOGY SOL",2013-05-07,NA,2013-06-24,2013-06-27,"",4,51,2013 Q2,1,0,0,0,1,0,0
"4753",1694421,"LDH","","HEALTH","TARGET BANK",2013-06-18,NA,2013-06-24,2013-06-27,"",4,9,2013 Q2,1,0,0,1,0,0,0
"4754",1694422,"HUD","","OCD","NOLA MEDIA GROUP",2013-04-30,NA,2013-06-24,2013-06-27,"",4,58,2013 Q2,1,0,0,0,1,0,0
"4755",1694424,"LCD","","OCD","DS WATERS OF AMERICA,",2013-06-14,NA,2013-06-26,2013-06-27,"",2,13,2013 Q2,1,0,0,1,0,0,0
"4756",1694425,"HUD","","OCD","HIDDEN LAKE, LLC",2013-06-05,NA,2013-06-24,2013-06-27,"",4,22,2013 Q2,1,0,0,1,0,0,0
"4757",1694431,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-07,NA,2013-06-25,2013-06-27,"",3,20,2013 Q2,1,0,0,1,0,0,0
"4758",1694432,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-07,NA,2013-06-25,2013-06-27,"",3,20,2013 Q2,1,0,0,1,0,0,0
"4759",1694433,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-14,NA,2013-06-21,2013-06-27,"",5,13,2013 Q2,1,0,0,1,0,0,0
"4760",1694434,"51","","Capital Projects","FHP TECTONICS CORP",2013-06-14,NA,2013-06-21,2013-06-27,"",5,13,2013 Q2,1,0,0,1,0,0,0
"4761",1694438,"51","","Capital Projects","GAYLE H. BOUDOUSQUIE &",2013-06-25,NA,2013-06-26,2013-06-27,"",2,2,2013 Q2,1,0,0,1,0,0,0
"4762",1694448,"51","","Capital Projects","ICON CONSTRUCTION GROU",2013-05-15,NA,2013-06-24,2013-06-27,"",4,43,2013 Q2,1,0,0,1,0,0,0
"4763",1694449,"51","","Capital Projects","ICON CONSTRUCTION GROU",2013-06-11,NA,2013-06-25,2013-06-27,"",3,16,2013 Q2,1,0,0,1,0,0,0
"4764",1694450,"51","","Capital Projects","SOUTHERN EARTH SCIENCE",2013-05-31,NA,2013-06-24,2013-06-27,"",4,27,2013 Q2,1,0,0,1,0,0,0
"4765",1694457,"DOD","","OCD","LOUISIANA OFFICE PRODU",2013-06-04,NA,2013-06-21,2013-06-27,"",5,23,2013 Q2,1,0,0,1,0,0,0
"4766",1694458,"LDH","","HEALTH","LOUISIANA OFFICE PRODU",2013-06-12,NA,2013-06-24,2013-06-27,"",4,15,2013 Q2,1,0,0,1,0,0,0
"4767",1694459,"LDH","","HEALTH","LOUISIANA OFFICE PRODU",2013-06-12,NA,2013-06-24,2013-06-27,"",4,15,2013 Q2,1,0,0,1,0,0,0
"4768",1694460,"HUD","","OCD","LOUISIANA OFFICE PRODU",2013-06-21,NA,2013-06-24,2013-06-27,"",4,6,2013 Q2,1,0,0,1,0,0,0
"4769",1694461,"51","","Capital Projects","GIBBS CONSTRUCTION CO.",2013-06-14,NA,2013-06-21,2013-06-27,"",5,13,2013 Q2,1,0,0,1,0,0,0
"4770",1694462,"FDH","","HEALTH","ALERE TOXICOLOGY SERVI",2013-05-31,NA,2013-06-21,2013-06-27,"",5,27,2013 Q2,1,0,0,1,0,0,0
"4771",1694462,"PRIV","","HEALTH","ALERE TOXICOLOGY SERVI",2013-05-31,NA,2013-06-21,2013-06-27,"",5,27,2013 Q2,1,0,0,1,0,0,0
"4772",1694465,"51","","Capital Projects","DADING MARQUES & ASSOC",2013-06-18,NA,2013-06-21,2013-06-27,"",5,9,2013 Q2,1,0,0,1,0,0,0
"4773",1694466,"51","","Capital Projects","DADING MARQUES & ASSOC",2013-06-18,NA,2013-06-24,2013-06-27,"",4,9,2013 Q2,1,0,0,1,0,0,0
"4774",1694467,"FDH","","HEALTH","PROJECT LAZARUS",2013-04-12,NA,2013-06-21,2013-06-27,"",5,76,2013 Q2,1,0,0,0,1,0,0
"4775",1694468,"FDH","","HEALTH","SOUTHEAST LA.AREA HEAL",2013-05-22,NA,2013-06-25,2013-06-27,"",3,36,2013 Q2,1,0,0,1,0,0,0
"4776",1694469,"51","","Capital Projects","BURK-KLEINPETER, INC.",2013-05-31,NA,2013-06-21,2013-06-27,"",5,27,2013 Q2,1,0,0,1,0,0,0
"4777",1694481,"FDH","","HEALTH","ROYAL PARKING",2013-06-17,NA,2013-06-21,2013-06-27,"",5,10,2013 Q2,1,0,0,1,0,0,0
"4778",1694483,"LDH","","HEALTH","HEWLETT PACKARD",2013-04-15,NA,2013-06-21,2013-06-27,"",5,73,2013 Q2,1,0,0,0,1,0,0
"4779",1694487,"LCD","","OCD","XEROX CORPORATION",2013-06-21,NA,2013-06-27,2013-06-28,"",2,7,2013 Q2,1,0,0,1,0,0,0
"4780",1694489,"LCD","","OCD","OCCUPATIONAL HEALTH CE",2013-06-06,NA,2013-06-28,2013-06-28,"",1,22,2013 Q2,1,0,0,1,0,0,0
"4781",1694490,"LCD","","OCD","ATCO SERVICES LLC",2013-06-21,NA,2013-06-28,2013-06-28,"",1,7,2013 Q2,1,0,0,1,0,0,0
"4782",1691612,"LCD","","OCD","DS WATERS OF AMERICA,",2013-04-19,NA,2013-05-01,2013-05-01,"",1,12,2013 Q2,1,0,0,1,0,0,0
"4783",1691613,"FHS","","Homeland Security","BOUND TREE MEDICAL LLC/31522654",2012-10-08,NA,2013-04-18,2013-05-01,"",10,205,2013 Q2,0,1,0,0,0,0,1
"4784",1691614,"LMD","","MAYOR","MOTOROLA",2013-04-26,NA,2013-04-29,2013-05-01,"",3,5,2013 Q2,1,0,0,1,0,0,0
