"","Check","PO","Account.String","Department","Invoice.Date","Stamp.Date","Accounts.Payable.Date","Check.Date","Vendor","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder30","Total31_60","Total61_90","Total91_120","TotalOver120"
"8779",100979,"4011376331","0001-0000-0000-000-02A500","accounting",2013-10-07,NA,2013-10-14,2013-10-15,"CASH CONTROL SYSTEMS",670,2,8,2013 Q4,1,0,0,1,0,0,0,0
"8780",100980,"6850374864","0237-0000-0000-000-02A500","mtcb",2013-10-01,NA,2013-10-10,2013-10-15,"Contract Furniture Group, L.L.C.",15786.03,4,14,2013 Q4,1,0,0,1,0,0,0,0
"8781",100981,"6850376845","0237-0000-0000-000-02A500","mtcb",2013-09-03,NA,2013-10-07,2013-10-15,"4imprint, Inc.",1639.84,7,42,2013 Q4,1,0,0,0,1,0,0,0
"8782",100982,"6850376028","0237-0000-0000-000-02A500","mtcb",2013-09-25,NA,2013-10-10,2013-10-15,"Oldham Chemicals company, Inc.",63.16,4,20,2013 Q4,1,0,0,1,0,0,0,0
"8783",100983,"6850376790","0001-0000-0000-000-02A500","mtcb",2013-08-31,NA,2013-10-07,2013-10-15,"Tulane University Hospital & Clinic",47.16,7,45,2013 Q4,1,0,0,0,1,0,0,0
"8784",100984,"6850376404","0001-0000-0000-000-02A500","mtcb",2013-09-23,NA,2013-10-07,2013-10-15,"Aviall Services",470.64,7,22,2013 Q4,1,0,0,1,0,0,0,0
"8785",100985,"2297374742","0001-0000-0000-000-02A500","emd",2013-09-27,NA,2013-09-27,2013-10-15,"Mark's Muffler Shop",130,13,18,2013 Q4,0,1,0,1,0,0,0,0
"8786",100986,"7101313255","0001-0000-0000-000-02A500","oig",2013-09-23,NA,2013-09-23,2013-10-15,"Assoc. of Inspectors General",8730,17,22,2013 Q4,0,0,1,1,0,0,0,0
"8787",100987,"2215377125","0001-0000-0000-000-02A500","cao",2013-04-26,NA,2013-10-09,2013-10-15,"LaPorte Sehrt Romig Hand Certified Public Accountants",16427.5,5,172,2013 Q4,1,0,0,0,0,0,0,1
"8788",100988,"6850376823","0237-0000-0000-000-02A500","mtcb",2013-10-01,NA,2013-10-07,2013-10-15,"Greater New Orleans Pest Control Association",960,7,14,2013 Q4,1,0,0,1,0,0,0,0
"8789",100989,"7810263995","0139-0000-0000-000-02A500","mayor's office - other",2013-09-26,NA,2013-10-07,2013-10-15,"Circle Food Store",22500,7,19,2013 Q4,1,0,0,1,0,0,0,0
"8790",100990,"6301375950","0691-0000-0000-000-03A720","library",2013-10-04,NA,2013-10-07,2013-10-15,"Accurate Elevator,LLC",5100,7,11,2013 Q4,1,0,0,1,0,0,0,0
"8791",100991,"7004377096","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-10,2013-10-15,"Jasmine Steib",120,4,23,2013 Q4,1,0,0,1,0,0,0,0
"8792",100992,"7004377075","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Eric Duncan",240,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8793",100993,"6301376641","0691-0000-0000-000-03A720","library",2013-09-24,NA,2013-10-07,2013-10-15,"NLE",2529,7,21,2013 Q4,1,0,0,1,0,0,0,0
"8794",100994,"2101313283","0001-0000-0000-000-02A500","mayor's office - core",2013-09-30,NA,2013-10-10,2013-10-15,"Emily S. Arata",116,4,15,2013 Q4,1,0,0,1,0,0,0,0
"8795",100995,"2101313282","0001-0000-0000-000-02A500","mayor's office - core",2013-09-27,NA,2013-10-10,2013-10-15,"Judy R. Morse",116,4,18,2013 Q4,1,0,0,1,0,0,0,0
"8796",100996,"2190313288","PRIV-0000-0000-000-03A720","mayor's office - core",2013-08-15,NA,2013-10-10,2013-10-15,"charles allen",174,4,61,2013 Q4,1,0,0,0,0,1,0,0
"8797",100997,"2112313279","0001-0000-0000-000-02A500","mayor's office - core",2013-10-17,NA,2013-10-10,2013-10-15,"suchitra satpathi",89.1,4,0,2013 Q4,1,0,0,1,0,0,0,0
"8798",100998,"7810371072","0139-0000-0000-000-02A500","mayor's office - other",2013-10-01,NA,2013-10-07,2013-10-15,"NOLA Business Alliance",250000,7,14,2013 Q4,1,0,0,1,0,0,0,0
"8799",100999,"6850376826","0237-0000-0000-000-02A500","mtcb",2013-09-30,NA,2013-10-07,2013-10-15,"Jennifer Ferri",235,7,15,2013 Q4,1,0,0,1,0,0,0,0
"8800",101000,"3611373732","0001-0000-0000-000-02A500","health",2013-09-05,NA,2013-10-07,2013-10-15,"CablesandKits.com",57.95,7,40,2013 Q4,1,0,0,0,1,0,0,0
"8801",101001,"6301376774","0691-0000-0000-000-03A720","library",2013-09-24,NA,2013-10-10,2013-10-15,"robinson a",6150,4,21,2013 Q4,1,0,0,1,0,0,0,0
"8802",101002,"6301375994","0001-0000-0000-000-02A500","library",2012-12-11,NA,2013-10-07,2013-10-15,"Independent Stationers",198.24,7,308,2013 Q4,1,0,0,0,0,0,0,1
"8803",101003,"6850376567","0001-0000-0000-000-02A500","mtcb",2013-09-30,NA,2013-10-07,2013-10-15,"PACE ENTERPRISES",80,7,15,2013 Q4,1,0,0,1,0,0,0,0
"8804",101004,"4511377198","0001-0000-0000-000-02A500","property mgmt",2013-10-01,NA,2013-10-07,2013-10-15,"LA State Licensing Board for Contractors",1020,7,14,2013 Q4,1,0,0,1,0,0,0,0
"8805",101005,"2181377004","PRIV-0000-0000-000-03A720","mayor's office - core",2013-09-29,NA,2013-10-07,2013-10-15,"Purple Monkey Design",467,7,16,2013 Q4,1,0,0,1,0,0,0,0
"8806",101006,"2231370081","0001-0000-0000-000-02A500","iti",2013-10-03,NA,2013-10-07,2013-10-15,"Amazon Web Services LLC",179.48,7,12,2013 Q4,1,0,0,1,0,0,0,0
"8807",101007,"2234368882","0001-0000-0000-000-02A500","iti",2013-09-30,NA,2013-10-07,2013-10-15,"Voiance Language Services, LLC",35.28,7,15,2013 Q4,1,0,0,1,0,0,0,0
"8808",101008,"7017375143","0001-0000-0000-000-02A500","risk mgmt",2013-02-28,NA,2013-10-09,2013-10-15,"Hammerman & Gainer",17833,5,229,2013 Q4,1,0,0,0,0,0,0,1
"8809",101009,"7004376580","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Brian Sennett Jr.",240,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8810",101010,"7004377082","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-10,2013-10-15,"Jimmie Stack",480,4,23,2013 Q4,1,0,0,1,0,0,0,0
"8811",101011,"7004377081","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Saveria Thomas",150,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8812",101012,"7004377029","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Donald Allen Sr.",360,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8813",101013,"7004377033","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-10,2013-10-15,"Brian Crump",240,4,23,2013 Q4,1,0,0,1,0,0,0,0
"8814",101014,"3631375512","0001-0000-0000-000-02A500","health",2013-08-13,NA,2013-10-07,2013-10-15,"Cacioppo Inc",5909,7,63,2013 Q4,1,0,0,0,0,1,0,0
"8815",101015,"2310313275","0001-0230-2310-200-222150","law",2013-10-01,NA,2013-10-07,2013-10-15,"Sharonda R. Williams",400,7,14,2013 Q4,1,0,0,1,0,0,0,0
"8816",101016,"2285376333","0001-0000-0000-000-02A500","capital projects",2013-09-20,NA,2013-10-07,2013-10-15,"Livescribe Inc.",270.69,7,25,2013 Q4,1,0,0,1,0,0,0,0
"8817",101017,"6301376769","0001-0220-2285-200-222170","library",2013-05-31,NA,2013-10-07,2013-10-15,"Canon Solutions America Inc",219,7,137,2013 Q4,1,0,0,0,0,0,0,1
"8818",101018,"7101372452","0001-0000-0000-000-02A500","oig",2013-09-24,NA,2013-10-07,2013-10-15,"AT&T Cummunication Systems Southeast",288.75,7,21,2013 Q4,1,0,0,1,0,0,0,0
"8819",101019,"6850377136","0237-0000-0000-000-02A500","mtcb",2013-10-09,NA,2013-10-10,2013-10-15,"Soloma Condall",981.5,4,6,2013 Q4,1,0,0,1,0,0,0,0
"8820",101020,"6850376829","0237-0000-0000-000-02A500","mtcb",2013-08-26,NA,2013-10-07,2013-10-15,"Sam's Club Discover",137.24,7,50,2013 Q4,1,0,0,0,1,0,0,0
"8821",101021,"7004377078","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-10,2013-10-15,"BRENDA SIMS",360,4,23,2013 Q4,1,0,0,1,0,0,0,0
"8822",101022,"7004377095","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Jonathan Washington",165,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8823",101023,"7004377055","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Melissa L. Davis",120,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8824",101024,"7004377050","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"william holmes",150,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8825",101025,"7004377074","0001-0000-0000-000-02A500","nordc",2013-09-08,NA,2013-10-10,2013-10-15,"Chaz Ruiz",240,4,37,2013 Q4,1,0,0,0,1,0,0,0
"8826",101026,"7004377079","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Kevin Winfield",240,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8827",101027,"7004377077","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-10,2013-10-15,"Crystal Stanton",360,4,23,2013 Q4,1,0,0,1,0,0,0,0
"8828",101028,"7004377091","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Jared Walker",360,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8829",101029,"7004376857","0001-0000-0000-000-02A500","nordc",2013-09-08,NA,2013-10-10,2013-10-15,"James Henry",840,4,37,2013 Q4,1,0,0,0,1,0,0,0
"8830",101030,"7004377036","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Patricia Ross",120,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8831",101031,"7004377042","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Michael Lee",120,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8832",101032,"7004377041","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-10,2013-10-15,"Ian Taylor",240,4,23,2013 Q4,1,0,0,1,0,0,0,0
"8833",101033,"7004377035","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"deirdra wagner",120,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8834",101034,"7004377083","0001-0000-0000-000-02A500","nordc",2013-09-08,NA,2013-10-10,2013-10-15,"Adriane Pierre",120,4,37,2013 Q4,1,0,0,0,1,0,0,0
"8835",101035,"7004377034","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-10,2013-10-15,"Christopher Powe",120,4,23,2013 Q4,1,0,0,1,0,0,0,0
"8836",101036,"7004377076","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Ariel lawson",360,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8837",101037,"7004377039","0001-0000-0000-000-02A500","nordc",2013-09-08,NA,2013-10-10,2013-10-15,"Roland Brown",285,4,37,2013 Q4,1,0,0,0,1,0,0,0
"8838",101038,"7004377030","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-10,2013-10-15,"Stephen Howard",120,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8839",101039,"7101376824","0001-0000-0000-000-02A500","oig",2013-02-10,NA,2013-10-07,2013-10-15,"Breakview Training Inc.",1895,7,247,2013 Q4,1,0,0,0,0,0,0,1
"8840",101040,"2178376994","0139-0000-0000-000-02A500","mayor's office - core",2013-09-24,NA,2013-10-07,2013-10-15,"Success 504 LLC",400,7,21,2013 Q4,1,0,0,1,0,0,0,0
"8841",101041,"7017313280","0001-0000-0000-000-02A500","risk mgmt",2013-09-05,NA,2013-10-07,2013-10-15,"Kathleen C.Moore",662.13,7,40,2013 Q4,1,0,0,0,1,0,0,0
"8842",101050,"8910372349","0200-0000-0000-000-03A720","aviation",2013-10-01,NA,2013-10-14,2013-10-17,"Aircraft Service Int'l Inc.",5389.75,4,16,2013 Q4,1,0,0,1,0,0,0,0
"8843",101051,"8910377164","0200-0000-0000-000-03A720","aviation",2013-09-01,NA,2013-10-14,2013-10-17,"AT & T Mobility",193.87,4,46,2013 Q4,1,0,0,0,1,0,0,0
"8844",101052,"8910371414","0200-0000-0000-000-03A720","aviation",2013-09-11,NA,2013-10-14,2013-10-17,"AT&T",330.1,4,36,2013 Q4,1,0,0,0,1,0,0,0
"8845",101053,"8910376520","0200-0000-0000-000-03A720","aviation",2013-09-03,NA,2013-10-07,2013-10-17,"Carroll J. Wiltz",4425.77,9,44,2013 Q4,0,1,0,0,1,0,0,0
"8846",101054,"8910376622","0200-0000-0000-000-03A720","aviation",2013-10-02,NA,2013-10-07,2013-10-17,"Carruth Brothers Lumber Company, Inc.",335.5,9,15,2013 Q4,0,1,0,1,0,0,0,0
"8847",101055,"7613376986","0242-0750-7613-200-212150","ocd",2013-09-19,NA,2013-10-09,2013-10-17,"Clerk of Civil District Court of Orleans Parish",80.25,7,28,2013 Q4,1,0,0,1,0,0,0,0
"8848",101056,"7613376987","0242-0750-7613-200-212150","ocd",2013-09-10,NA,2013-09-10,2013-10-17,"Clerk of Civil District Court of Orleans Parish",156.33,28,37,2013 Q4,0,0,1,0,1,0,0,0
"8849",101057,"7613376988","0242-0750-7613-200-212150","ocd",2013-09-10,NA,2013-09-10,2013-10-17,"Clerk of Civil District Court of Orleans Parish",314.52,28,37,2013 Q4,0,0,1,0,1,0,0,0
"8850",101058,"7613376989","0242-0750-7613-200-212150","ocd",2013-08-22,NA,2013-08-22,2013-10-17,"Clerk of Civil District Court of Orleans Parish",64.87,40,56,2013 Q4,0,0,1,0,1,0,0,0
"8851",101059,"7613376991","0242-0750-7613-200-212150","ocd",2013-08-27,NA,2013-10-10,2013-10-17,"Clerk of Civil District Court of Orleans Parish",246.13,6,51,2013 Q4,1,0,0,0,1,0,0,0
"8852",101060,"7613376993","0242-0750-7613-200-212150","ocd",2013-08-27,NA,2013-10-10,2013-10-17,"Clerk of Civil District Court of Orleans Parish",76.92,6,51,2013 Q4,1,0,0,0,1,0,0,0
"8853",101061,"7613376997","0242-0750-7613-200-212150","ocd",2013-08-27,NA,2013-10-10,2013-10-17,"Clerk of Civil District Court of Orleans Parish",155.27,6,51,2013 Q4,1,0,0,0,1,0,0,0
"8854",101062,"7613376998","0242-0750-7613-200-212150","ocd",2013-08-27,NA,2013-10-10,2013-10-17,"Clerk of Civil District Court of Orleans Parish",155.27,6,51,2013 Q4,1,0,0,0,1,0,0,0
"8855",101063,"7613376999","0242-0750-7613-200-212150","ocd",2013-08-27,NA,2013-10-10,2013-10-17,"Clerk of Civil District Court of Orleans Parish",181.4,6,51,2013 Q4,1,0,0,0,1,0,0,0
"8856",101066,"8910370969","0200-0000-0000-000-03A720","aviation",2013-10-08,NA,2013-10-14,2013-10-17,"Entergy New Orleans, Inc",835.5,4,9,2013 Q4,1,0,0,1,0,0,0,0
"8857",101067,"8910370969","0200-0000-0000-000-03A720","aviation",2013-10-08,NA,2013-10-14,2013-10-17,"Entergy New Orleans, Inc",7523,4,9,2013 Q4,1,0,0,1,0,0,0,0
"8858",101068,"8910377065","0200-0000-0000-000-03A720","aviation",2013-09-26,NA,2013-10-14,2013-10-17,"Fedex Kinko's",35.04,4,21,2013 Q4,1,0,0,1,0,0,0,0
"8859",101069,"8910377158","0200-0000-0000-000-03A720","aviation",2013-09-12,NA,2013-10-14,2013-10-17,"Fedex Kinko's",69.04,4,35,2013 Q4,1,0,0,0,1,0,0,0
"8860",101070,"2115376793","0001-0000-0000-000-02A500","mayor's office - core",2013-10-07,NA,2013-10-10,2013-10-17,"Fedex Kinko's",136.23,6,10,2013 Q4,1,0,0,1,0,0,0,0
"8861",101071,"8910377005","0200-0000-0000-000-03A720","aviation",2013-09-27,NA,2013-10-14,2013-10-17,"G&K Services",301.84,4,20,2013 Q4,1,0,0,1,0,0,0,0
"8862",101072,"4511376319","0001-0000-0000-000-02A500","property mgmt",2013-10-15,NA,2013-10-16,2013-10-17,"G&K Services",159.86,2,2,2013 Q4,1,0,0,1,0,0,0,0
"8863",101073,"4511377344","0001-0000-0000-000-02A500","property mgmt",2013-10-15,NA,2013-10-16,2013-10-17,"G&K Services",109.19,2,2,2013 Q4,1,0,0,1,0,0,0,0
"8864",101074,"8910369616","0200-0000-0000-000-03A720","aviation",2013-10-01,NA,2013-10-07,2013-10-17,"INTERNATIONAL SECURITY MANAGEMENT GROUP",19327.7,9,16,2013 Q4,0,1,0,1,0,0,0,0
"8865",101075,"8910369361","0200-0000-0000-000-03A720","aviation",2013-10-03,NA,2013-10-14,2013-10-17,"Kenner Star",1000,4,14,2013 Q4,1,0,0,1,0,0,0,0
"8866",101076,"8910377152","0200-0000-0000-000-03A720","aviation",2013-09-15,NA,2013-10-14,2013-10-17,"Marse Welding Supplies, Inc.",54,4,32,2013 Q4,1,0,0,0,1,0,0,0
"8867",101077,"8910369824","0200-0000-0000-000-03A720","aviation",2013-09-11,NA,2013-10-14,2013-10-17,"Metro - Source, L.L.C.",34477.59,4,36,2013 Q4,1,0,0,0,1,0,0,0
"8868",101078,"8910377007","0200-0000-0000-000-03A720","aviation",2013-10-08,NA,2013-10-14,2013-10-17,"NAPA Auto Parts",235.07,4,9,2013 Q4,1,0,0,1,0,0,0,0
"8869",101079,"3001377183","0001-0000-0000-000-02A500","sanitation",2013-09-30,NA,2013-10-15,2013-10-17,"Nextel Communications",3577.39,3,17,2013 Q4,1,0,0,1,0,0,0,0
"8870",101080,"2020377043","0001-0000-0000-000-02A500","council",2013-09-29,NA,2013-10-07,2013-10-17,"Nextel Communications",359.74,9,18,2013 Q4,0,1,0,1,0,0,0,0
"8871",101081,"8910375465","0200-0000-0000-000-03A720","aviation",2013-09-25,NA,2013-10-14,2013-10-17,"Oxford Airport Technical Services",41547.24,4,22,2013 Q4,1,0,0,1,0,0,0,0
"8872",101082,"6501368416","0001-0000-0000-000-02A500","vcc",2013-09-30,NA,2013-10-07,2013-10-17,"Sprint Together with NEXTEL",144.82,9,17,2013 Q4,0,1,0,1,0,0,0,0
"8873",101083,"7001377028","0001-0000-0000-000-02A500","nordc",2013-09-30,NA,2013-10-10,2013-10-17,"Sprint Together with NEXTEL",2164.97,6,17,2013 Q4,1,0,0,1,0,0,0,0
"8874",101084,"8751377172","0001-0000-0000-000-02A500","registrar of voters",2013-09-29,NA,2013-10-10,2013-10-17,"Sprint Together with NEXTEL",72.41,6,18,2013 Q4,1,0,0,1,0,0,0,0
"8875",101085,"8910370708","0200-0000-0000-000-03A720","aviation",2013-10-08,NA,2013-10-14,2013-10-17,"The Arc of ST. Charles",635,4,9,2013 Q4,1,0,0,1,0,0,0,0
"8876",101086,"8910369373","0200-0000-0000-000-03A720","aviation",2013-09-17,NA,2013-10-14,2013-10-17,"United Media Corporation",400,4,30,2013 Q4,1,0,0,1,0,0,0,0
"8877",101087,"8910375474","0200-0000-0000-000-03A720","aviation",2013-10-01,NA,2013-10-07,2013-10-17,"Xerox Corporation",38.44,9,16,2013 Q4,0,1,0,1,0,0,0,0
"8878",101088,"3025375534","0001-0000-0000-000-02A500","sanitation",2013-08-23,NA,2013-10-15,2013-10-17,"M & L Industries, LLC",465.92,3,55,2013 Q4,1,0,0,0,1,0,0,0
"8879",101089,"4511313291","0001-0000-0000-000-02A500","property mgmt",2013-10-03,NA,2013-10-15,2013-10-17,"deline williams",28,3,14,2013 Q4,1,0,0,1,0,0,0,0
"8880",101090,"2297375668","0001-0000-0000-000-02A500","emd",2013-09-03,NA,2013-10-11,2013-10-17,"Rudy Smith Service, Inc",1994,5,44,2013 Q4,1,0,0,0,1,0,0,0
"8881",101091,"2707372986","0373-0000-0000-000-02A500","police",2013-10-04,NA,2013-10-15,2013-10-17,"Arrowhead Scientific. Inc.",6593.5,3,13,2013 Q4,1,0,0,1,0,0,0,0
"8882",101092,"2132377088","0001-0000-0000-000-02A500","mayor's office - core",2013-09-25,NA,2013-10-11,2013-10-17,"going places travel, inc",1163.65,5,22,2013 Q4,1,0,0,1,0,0,0,0
"8883",101093,"6201377023","0001-0000-0000-000-02A500","parks & parkways",2013-09-05,NA,2013-10-07,2013-10-17,"Signs Now 77",199,9,42,2013 Q4,0,1,0,0,1,0,0,0
"8884",101094,"2297376313","0001-0000-0000-000-02A500","emd",2013-09-30,NA,2013-10-11,2013-10-17,"AERIAL HYDRAULIC'S, INC.",5733.9,5,17,2013 Q4,1,0,0,1,0,0,0,0
"8885",101095,"6301377017","0691-0000-0000-000-03A720","library",2013-09-22,NA,2013-10-09,2013-10-17,"Ingram Library Services Inc",3989.39,7,25,2013 Q4,1,0,0,1,0,0,0,0
"8886",101096,"2215377133","0001-0220-2215-200-212140","cao",2013-02-28,NA,2013-10-07,2013-10-17,"Champion Graphic Communications",75,9,231,2013 Q4,0,1,0,0,0,0,0,1
"8887",101097,"4001370091","0001-0000-0000-000-02A500","finance",2013-09-30,NA,2013-10-10,2013-10-17,"Alere Taxicology Services, Inc.",54,6,17,2013 Q4,1,0,0,1,0,0,0,0
"8888",101098,"2231371354","0001-0000-0000-000-02A500","iti",2013-10-01,NA,2013-10-10,2013-10-17,"Airespring, Inc.",3527.42,6,16,2013 Q4,1,0,0,1,0,0,0,0
"8889",101099,"2740376514","0001-0000-0000-000-02A500","police",2013-09-12,NA,2013-10-07,2013-10-17,"Kippers Communications, Inc.",90,9,35,2013 Q4,0,1,0,0,1,0,0,0
"8890",101100,"6301375738","0001-0000-0000-000-02A500","library",2013-08-28,NA,2013-10-07,2013-10-17,"Ives Business Forms, Inc.",967.94,9,50,2013 Q4,0,1,0,0,1,0,0,0
"8891",101101,"2740376676","0001-0000-0000-000-02A500","police",2013-10-03,NA,2013-10-14,2013-10-17,"Office Depot",579.98,4,14,2013 Q4,1,0,0,1,0,0,0,0
"8892",101102,"5001369122","0001-0000-0000-000-02A500","public works",2013-10-04,NA,2013-10-10,2013-10-17,"DS Waters of America,Inc",103.74,6,13,2013 Q4,1,0,0,1,0,0,0,0
"8893",101103,"7001375903","0001-0000-0000-000-02A500","nordc",2013-09-13,NA,2013-10-10,2013-10-17,"Global Data Systems",9932.76,6,34,2013 Q4,1,0,0,0,1,0,0,0
"8894",101104,"4051927411","0001-0000-0000-000-02A500","library",2013-09-30,NA,2013-10-09,2013-10-17,"Grainger, Inc.",243.92,7,17,2013 Q4,1,0,0,1,0,0,0,0
"8895",101105,"2739372413","0001-0000-0000-000-02A500","police",2013-09-30,NA,2013-10-15,2013-10-17,"double m feed. llc",12110.9,3,17,2013 Q4,1,0,0,1,0,0,0,0
"8896",101106,"5001375944","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"Mitchell & Associates",3720,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8897",101107,"2297374100","0001-0000-0000-000-02A500","emd",2013-09-08,NA,2013-10-11,2013-10-17,"Take 5 Oil Change, LLC",1256.54,5,39,2013 Q4,1,0,0,0,1,0,0,0
"8898",101108,"2740377363","0001-0000-0000-000-02A500","police",2013-08-26,NA,2013-10-16,2013-10-17,"Lamarque Ford, Inc",6498.23,2,52,2013 Q4,1,0,0,0,1,0,0,0
"8899",101109,"2015375861","0001-0000-0000-000-02A500","council",2013-10-01,NA,2013-10-07,2013-10-17,"Hewlett-Packard",1876,9,16,2013 Q4,0,1,0,1,0,0,0,0
"8900",101110,"6301377057","0001-0000-0000-000-02A500","library",2013-09-19,NA,2013-10-09,2013-10-17,"Occupational Health Centers of Louisiana",111,7,28,2013 Q4,1,0,0,1,0,0,0,0
"8901",101111,"2010371010","0001-0000-0000-000-02A500","council",2013-10-03,NA,2013-10-10,2013-10-17,"orleans parish civil sheriff",40286.75,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8902",101112,"2277373754","0001-0000-0000-000-02A500","cao",2013-10-01,NA,2013-10-09,2013-10-17,"Stanley Convergent Security Solutions",42.69,7,16,2013 Q4,1,0,0,1,0,0,0,0
"8903",101113,"5001376969","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-07,2013-10-17,"BOH BROS. CONSTRUCTION CO., L.L.C.",9768.8,9,14,2013 Q4,0,1,0,1,0,0,0,0
"8904",101114,"7003376095","0001-0000-0000-000-02A500","nordc",2013-09-20,NA,2013-10-10,2013-10-17,"eddie's ace hardware",82.4,6,27,2013 Q4,1,0,0,1,0,0,0,0
"8905",101116,"5001369168","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-07,2013-10-17,"FedEx Expres Shipment",51.25,9,14,2013 Q4,0,1,0,1,0,0,0,0
"8906",101117,"6251313269","0001-0000-0000-000-02A500","parks & parkways",2013-10-02,NA,2013-10-07,2013-10-17,"City of New Orleans, Department of Parks and Parkways",818.25,9,15,2013 Q4,0,1,0,1,0,0,0,0
"8907",101118,"8751377191","0001-0000-0000-000-02A500","registrar of voters",2013-10-01,NA,2013-10-10,2013-10-17,"Banc of America Leasing & Capital",124.86,6,16,2013 Q4,1,0,0,1,0,0,0,0
"8908",101119,"5001375942","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"Thomas Lee, Attorney at Law",3600,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8909",101120,"6251377032","0001-0000-0000-000-02A500","parks & parkways",2013-09-17,NA,2013-10-07,2013-10-17,"Jerry Pate Turf & Irrigation, Inc.",243.82,9,30,2013 Q4,0,1,0,1,0,0,0,0
"8910",101121,"6252377092","0001-0000-0000-000-02A500","parks & parkways",2013-08-29,NA,2013-10-11,2013-10-17,"PELICAN ICE & COLD STORAGE INC.",802.5,5,49,2013 Q4,1,0,0,0,1,0,0,0
"8911",101122,"6251377037","0001-0000-0000-000-02A500","parks & parkways",2013-09-26,NA,2013-10-07,2013-10-17,"Coca-Cola Enterprises, Inc.",177.6,9,21,2013 Q4,0,1,0,1,0,0,0,0
"8912",101123,"4011368761","0001-0000-0000-000-02A500","accounting",2013-09-30,NA,2013-10-15,2013-10-17,"Iron Mountain Records Management Inc",382.82,3,17,2013 Q4,1,0,0,1,0,0,0,0
"8913",101124,"4511377321","0001-0000-0000-000-02A500","property mgmt",2013-10-05,NA,2013-10-14,2013-10-17,"Kentwood Springs a Brand of DS Waters of America Inc.",818.5,4,12,2013 Q4,1,0,0,1,0,0,0,0
"8914",101125,"2010377046","0001-0000-0000-000-02A500","council",2013-09-25,NA,2013-10-07,2013-10-17,"Topp Knotch Personnel, Inc.",391,9,22,2013 Q4,0,1,0,1,0,0,0,0
"8915",101126,"5001376963","0001-0000-0000-000-02A500","public works",2013-09-25,NA,2013-10-07,2013-10-17,"Faber Awards, Inc.",277,9,22,2013 Q4,0,1,0,1,0,0,0,0
"8916",101128,"6301377018","0691-0000-0000-000-03A720","library",2013-09-23,NA,2013-10-09,2013-10-17,"Baker & Taylor, Inc.",287,7,24,2013 Q4,1,0,0,1,0,0,0,0
"8917",101129,"5001369167","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"Pitney Bowes Inc",243,6,14,2013 Q4,1,0,0,1,0,0,0,0
